library,N,l2_error,max_error,rt_error
VectorFFT,2757,5.730e-16,6.701e-16,1.384e-15
MKL,2757,4.616e-16,4.859e-16,1.409e-15
VectorFFT,2758,5.912e-16,6.339e-16,1.521e-15
MKL,2758,4.551e-16,3.742e-16,1.422e-15
VectorFFT,2759,5.780e-16,8.037e-16,1.659e-15
MKL,2759,3.339e-16,4.275e-16,1.048e-15
VectorFFT,2760,5.732e-16,7.757e-16,1.366e-15
MKL,2760,2.929e-16,3.184e-16,9.107e-16
VectorFFT,2761,5.643e-16,5.970e-16,1.592e-15
MKL,2761,4.663e-16,3.885e-16,1.392e-15
VectorFFT,2762,5.975e-16,8.757e-16,1.470e-15
MKL,2762,4.609e-16,5.002e-16,1.552e-15
VectorFFT,2763,5.790e-16,7.486e-16,1.393e-15
MKL,2763,4.667e-16,4.565e-16,1.445e-15
VectorFFT,2764,5.728e-16,1.060e-15,1.350e-15
MKL,2764,4.560e-16,4.719e-16,1.636e-15
VectorFFT,2765,5.889e-16,7.816e-16,1.651e-15
MKL,2765,3.517e-16,3.710e-16,1.187e-15
VectorFFT,2766,5.928e-16,7.031e-16,1.458e-15
MKL,2766,4.578e-16,4.720e-16,1.416e-15
VectorFFT,2767,5.639e-16,8.722e-16,1.687e-15
MKL,2767,4.683e-16,5.583e-16,1.520e-15
VectorFFT,2768,5.848e-16,9.845e-16,1.458e-15
MKL,2768,4.502e-16,4.025e-16,1.498e-15
VectorFFT,2769,5.943e-16,7.500e-16,1.339e-15
MKL,2769,4.865e-16,5.201e-16,1.384e-15
VectorFFT,2770,5.647e-16,5.831e-16,1.230e-15
MKL,2770,4.523e-16,3.545e-16,1.483e-15
VectorFFT,2771,5.733e-16,7.737e-16,1.418e-15
MKL,2771,4.609e-16,5.357e-16,1.491e-15
VectorFFT,2772,5.079e-16,5.766e-16,1.338e-15
MKL,2772,2.918e-16,2.867e-16,9.968e-16
VectorFFT,2773,5.768e-16,1.346e-15,1.572e-15
MKL,2773,4.933e-16,5.570e-16,1.759e-15
VectorFFT,2774,5.729e-16,6.401e-16,1.409e-15
MKL,2774,3.038e-16,3.658e-16,1.098e-15
VectorFFT,2775,4.907e-16,5.078e-16,1.311e-15
MKL,2775,3.699e-16,3.571e-16,1.181e-15
VectorFFT,2776,5.836e-16,6.437e-16,1.491e-15
MKL,2776,4.528e-16,3.808e-16,1.420e-15
VectorFFT,2777,5.808e-16,7.999e-16,1.427e-15
MKL,2777,4.666e-16,4.665e-16,1.471e-15
VectorFFT,2778,5.939e-16,8.400e-16,1.433e-15
MKL,2778,4.609e-16,4.738e-16,1.770e-15
VectorFFT,2779,5.852e-16,6.345e-16,1.504e-15
MKL,2779,5.022e-16,4.692e-16,1.789e-15
VectorFFT,2780,5.965e-16,7.073e-16,1.429e-15
MKL,2780,3.596e-16,4.530e-16,1.154e-15
VectorFFT,2781,5.848e-16,6.498e-16,1.381e-15
MKL,2781,4.547e-16,4.145e-16,1.609e-15
VectorFFT,2782,5.767e-16,9.065e-16,1.350e-15
MKL,2782,3.342e-16,5.282e-16,1.129e-15
VectorFFT,2783,6.604e-16,8.922e-16,2.218e-15
MKL,2783,4.913e-16,4.901e-16,1.298e-15
VectorFFT,2784,4.626e-16,4.802e-16,1.491e-15
MKL,2784,2.616e-16,3.095e-16,9.383e-16
VectorFFT,2785,5.750e-16,7.375e-16,1.371e-15
MKL,2785,4.695e-16,4.847e-16,1.719e-15
VectorFFT,2786,5.750e-16,7.315e-16,1.600e-15
MKL,2786,4.551e-16,5.290e-16,1.371e-15
VectorFFT,2787,5.919e-16,8.424e-16,1.524e-15
MKL,2787,4.605e-16,3.986e-16,1.472e-15
VectorFFT,2788,5.578e-16,6.998e-16,1.348e-15
MKL,2788,2.967e-16,4.204e-16,9.900e-16
VectorFFT,2789,5.800e-16,6.294e-16,1.397e-15
MKL,2789,4.667e-16,4.603e-16,1.388e-15
VectorFFT,2790,5.328e-16,5.648e-16,1.499e-15
MKL,2790,2.902e-16,3.395e-16,1.011e-15
VectorFFT,2791,5.836e-16,7.747e-16,1.362e-15
MKL,2791,4.672e-16,5.080e-16,1.694e-15
VectorFFT,2792,6.006e-16,6.765e-16,1.349e-15
MKL,2792,4.559e-16,3.866e-16,1.673e-15
VectorFFT,2793,5.107e-16,5.553e-16,1.266e-15
MKL,2793,3.277e-16,3.323e-16,1.017e-15
VectorFFT,2794,5.538e-16,7.856e-16,1.386e-15
MKL,2794,3.699e-16,5.598e-16,1.255e-15
VectorFFT,2795,5.489e-16,8.681e-16,1.437e-15
MKL,2795,3.198e-16,3.813e-16,1.023e-15
VectorFFT,2796,5.791e-16,8.688e-16,1.520e-15
MKL,2796,4.654e-16,5.043e-16,1.846e-15
VectorFFT,2797,5.939e-16,9.119e-16,1.452e-15
MKL,2797,4.858e-16,5.706e-16,1.756e-15
VectorFFT,2798,5.971e-16,7.865e-16,1.775e-15
MKL,2798,4.650e-16,4.467e-16,1.787e-15
VectorFFT,2799,5.794e-16,7.274e-16,1.478e-15
MKL,2799,4.678e-16,4.646e-16,1.730e-15
VectorFFT,2800,3.185e-16,3.484e-16,1.109e-15
MKL,2800,2.811e-16,2.903e-16,8.038e-16
VectorFFT,2801,6.330e-16,1.627e-15,2.232e-15
MKL,2801,4.574e-16,5.105e-16,1.486e-15
VectorFFT,2802,5.894e-16,8.578e-16,1.589e-15
MKL,2802,4.775e-16,4.184e-16,1.719e-15
VectorFFT,2803,5.846e-16,7.314e-16,1.627e-15
MKL,2803,4.942e-16,5.359e-16,1.686e-15
VectorFFT,2804,5.591e-16,5.771e-16,1.505e-15
MKL,2804,4.658e-16,4.591e-16,1.579e-15
VectorFFT,2805,5.714e-16,6.014e-16,1.388e-15
MKL,2805,3.841e-16,3.698e-16,1.237e-15
VectorFFT,2806,5.754e-16,7.880e-16,1.347e-15
MKL,2806,3.042e-16,3.464e-16,9.339e-16
VectorFFT,2807,5.630e-16,9.723e-16,1.330e-15
MKL,2807,4.713e-16,5.088e-16,1.500e-15
VectorFFT,2808,7.558e-16,8.487e-16,3.384e-15
MKL,2808,2.660e-16,2.978e-16,7.583e-16
VectorFFT,2809,5.852e-16,8.900e-16,1.421e-15
MKL,2809,3.838e-16,5.282e-16,1.305e-15
VectorFFT,2810,5.717e-16,7.105e-16,1.364e-15
MKL,2810,4.548e-16,5.035e-16,1.620e-15
VectorFFT,2811,5.938e-16,8.610e-16,1.412e-15
MKL,2811,4.716e-16,6.194e-16,1.925e-15
VectorFFT,2812,4.759e-16,5.712e-16,1.141e-15
MKL,2812,2.841e-16,3.025e-16,8.556e-16
VectorFFT,2813,5.863e-16,9.154e-16,1.426e-15
MKL,2813,4.729e-16,6.388e-16,1.466e-15
VectorFFT,2814,6.034e-16,7.015e-16,1.486e-15
MKL,2814,3.608e-16,4.584e-16,1.333e-15
VectorFFT,2815,5.782e-16,6.845e-16,1.336e-15
MKL,2815,4.772e-16,4.786e-16,1.790e-15
VectorFFT,2816,3.862e-16,4.518e-16,9.216e-16
MKL,2816,2.354e-16,2.749e-16,7.879e-16
VectorFFT,2817,5.836e-16,7.213e-16,1.573e-15
MKL,2817,4.737e-16,4.910e-16,1.449e-15
VectorFFT,2818,6.007e-16,8.606e-16,1.548e-15
MKL,2818,4.671e-16,4.776e-16,1.577e-15
VectorFFT,2819,5.935e-16,1.052e-15,1.510e-15
MKL,2819,4.988e-16,5.069e-16,1.778e-15
VectorFFT,2820,5.490e-16,6.610e-16,1.430e-15
MKL,2820,2.945e-16,4.207e-16,9.726e-16
VectorFFT,2821,5.571e-16,7.838e-16,1.670e-15
MKL,2821,3.033e-16,3.915e-16,1.402e-15
VectorFFT,2822,5.785e-16,9.049e-16,1.441e-15
MKL,2822,3.260e-16,3.925e-16,9.433e-16
VectorFFT,2823,5.798e-16,9.188e-16,1.551e-15
MKL,2823,4.676e-16,5.565e-16,1.516e-15
VectorFFT,2824,5.934e-16,8.311e-16,1.580e-15
MKL,2824,4.614e-16,4.497e-16,1.561e-15
VectorFFT,2825,5.800e-16,7.373e-16,1.670e-15
MKL,2825,4.672e-16,4.166e-16,1.784e-15
VectorFFT,2826,5.802e-16,7.119e-16,1.409e-15
MKL,2826,4.547e-16,4.591e-16,1.451e-15
VectorFFT,2827,5.835e-16,8.737e-16,1.765e-15
MKL,2827,4.567e-16,4.924e-16,1.730e-15
VectorFFT,2828,5.738e-16,7.042e-16,1.409e-15
MKL,2828,3.163e-16,3.433e-16,1.168e-15
VectorFFT,2829,6.950e-16,7.049e-16,2.315e-15
MKL,2829,3.206e-16,2.757e-16,8.917e-16
VectorFFT,2830,5.680e-16,8.423e-16,1.466e-15
MKL,2830,4.599e-16,5.398e-16,1.583e-15
VectorFFT,2831,5.656e-16,7.917e-16,1.297e-15
MKL,2831,4.617e-16,4.513e-16,1.719e-15
VectorFFT,2832,5.716e-16,7.174e-16,1.414e-15
MKL,2832,2.839e-16,3.840e-16,8.388e-16
VectorFFT,2833,5.993e-16,8.242e-16,1.282e-15
MKL,2833,4.678e-16,5.148e-16,1.449e-15
VectorFFT,2834,5.762e-16,6.881e-16,1.185e-15
MKL,2834,3.354e-16,4.018e-16,1.095e-15
VectorFFT,2835,5.431e-16,6.006e-16,1.733e-15
MKL,2835,4.072e-16,4.933e-16,1.079e-15
VectorFFT,2836,5.739e-16,7.863e-16,1.546e-15
MKL,2836,4.588e-16,4.518e-16,1.469e-15
VectorFFT,2837,5.945e-16,8.476e-16,1.413e-15
MKL,2837,4.976e-16,4.820e-16,1.949e-15
VectorFFT,2838,5.237e-16,5.900e-16,1.257e-15
MKL,2838,2.784e-16,3.376e-16,9.804e-16
VectorFFT,2839,5.744e-16,1.041e-15,1.491e-15
MKL,2839,4.525e-16,4.349e-16,1.477e-15
VectorFFT,2840,5.621e-16,7.643e-16,1.506e-15
MKL,2840,3.099e-16,4.478e-16,9.715e-16
VectorFFT,2841,5.731e-16,6.349e-16,1.383e-15
MKL,2841,4.799e-16,5.215e-16,1.550e-15
VectorFFT,2842,9.740e-16,1.605e-15,4.009e-15
MKL,2842,3.103e-16,3.272e-16,9.592e-16
VectorFFT,2843,6.007e-16,1.279e-15,1.446e-15
MKL,2843,4.627e-16,5.008e-16,1.575e-15
VectorFFT,2844,5.693e-16,8.487e-16,1.290e-15
MKL,2844,3.111e-16,4.253e-16,9.439e-16
VectorFFT,2845,5.720e-16,6.549e-16,1.385e-15
MKL,2845,4.649e-16,4.116e-16,1.507e-15
VectorFFT,2846,5.792e-16,9.077e-16,1.559e-15
MKL,2846,4.834e-16,5.295e-16,1.795e-15
VectorFFT,2847,5.885e-16,8.894e-16,1.340e-15
MKL,2847,3.552e-16,3.450e-16,1.156e-15
VectorFFT,2848,5.930e-16,7.829e-16,1.593e-15
MKL,2848,3.015e-16,3.823e-16,1.012e-15
VectorFFT,2849,5.418e-16,7.565e-16,1.744e-15
MKL,2849,3.097e-16,2.984e-16,9.764e-16
VectorFFT,2850,5.019e-16,5.935e-16,1.773e-15
MKL,2850,2.952e-16,2.780e-16,1.168e-15
VectorFFT,2851,8.764e-16,7.926e-16,2.553e-15
MKL,2851,4.574e-16,3.943e-16,1.512e-15
VectorFFT,2852,5.549e-16,6.262e-16,1.494e-15
MKL,2852,2.769e-16,3.582e-16,8.541e-16
VectorFFT,2853,5.735e-16,8.362e-16,1.606e-15
MKL,2853,4.651e-16,5.042e-16,1.562e-15
VectorFFT,2854,5.794e-16,7.497e-16,1.425e-15
MKL,2854,4.641e-16,5.558e-16,1.569e-15
VectorFFT,2855,5.818e-16,8.904e-16,1.427e-15
MKL,2855,4.662e-16,5.074e-16,1.567e-15
VectorFFT,2856,5.389e-16,6.758e-16,1.482e-15
MKL,2856,2.601e-16,2.609e-16,8.195e-16
VectorFFT,2857,9.740e-16,1.056e-15,2.676e-15
MKL,2857,5.040e-16,5.429e-16,1.726e-15
VectorFFT,2858,5.960e-16,7.571e-16,1.453e-15
MKL,2858,4.497e-16,4.595e-16,1.424e-15
VectorFFT,2859,5.997e-16,7.521e-16,1.396e-15
MKL,2859,4.707e-16,5.616e-16,2.079e-15
VectorFFT,2860,5.431e-16,6.170e-16,1.701e-15
MKL,2860,2.766e-16,2.841e-16,8.538e-16
VectorFFT,2861,5.686e-16,9.555e-16,1.439e-15
MKL,2861,4.630e-16,5.246e-16,1.629e-15
VectorFFT,2862,5.681e-16,8.737e-16,1.832e-15
MKL,2862,3.464e-16,3.452e-16,1.416e-15
VectorFFT,2863,5.864e-16,7.943e-16,1.478e-15
MKL,2863,4.746e-16,5.367e-16,1.665e-15
VectorFFT,2864,6.062e-16,8.921e-16,1.447e-15
MKL,2864,4.772e-16,4.228e-16,1.500e-15
VectorFFT,2865,5.944e-16,6.979e-16,1.502e-15
MKL,2865,4.710e-16,4.600e-16,1.618e-15
VectorFFT,2866,5.890e-16,7.727e-16,1.329e-15
MKL,2866,4.696e-16,4.942e-16,1.654e-15
VectorFFT,2867,6.044e-16,8.481e-16,1.467e-15
MKL,2867,3.829e-16,4.203e-16,1.462e-15
VectorFFT,2868,5.787e-16,7.622e-16,1.590e-15
MKL,2868,4.598e-16,4.636e-16,1.616e-15
VectorFFT,2869,5.937e-16,6.630e-16,1.646e-15
MKL,2869,4.629e-16,4.473e-16,1.502e-15
VectorFFT,2870,5.575e-16,7.515e-16,1.835e-15
MKL,2870,3.123e-16,2.895e-16,9.648e-16
VectorFFT,2871,6.166e-16,9.191e-16,2.556e-15
MKL,2871,3.421e-16,3.995e-16,1.347e-15
VectorFFT,2872,5.668e-16,9.337e-16,1.495e-15
MKL,2872,4.704e-16,4.867e-16,1.548e-15
VectorFFT,2873,6.580e-16,7.563e-16,1.538e-15
MKL,2873,3.479e-16,4.734e-16,1.082e-15
VectorFFT,2874,5.857e-16,1.020e-15,1.607e-15
MKL,2874,4.656e-16,4.678e-16,1.695e-15
VectorFFT,2875,5.207e-16,8.403e-16,1.487e-15
MKL,2875,5.268e-16,5.808e-16,1.525e-15
VectorFFT,2876,5.828e-16,6.698e-16,1.373e-15
MKL,2876,4.691e-16,4.511e-16,1.486e-15
VectorFFT,2877,5.732e-16,7.811e-16,1.420e-15
MKL,2877,4.701e-16,4.360e-16,1.714e-15
VectorFFT,2878,5.926e-16,6.138e-16,1.662e-15
MKL,2878,4.592e-16,4.814e-16,1.786e-15
VectorFFT,2879,6.009e-16,7.521e-16,1.556e-15
MKL,2879,4.743e-16,4.857e-16,1.661e-15
VectorFFT,2880,4.266e-16,5.398e-16,1.101e-15
MKL,2880,2.572e-16,2.533e-16,8.051e-16
VectorFFT,2881,5.873e-16,9.460e-16,1.512e-15
MKL,2881,3.266e-16,3.105e-16,1.132e-15
VectorFFT,2882,5.904e-16,8.329e-16,1.554e-15
MKL,2882,3.437e-16,4.721e-16,1.359e-15
VectorFFT,2883,1.106e-15,1.955e-15,4.673e-15
MKL,2883,3.076e-16,3.127e-16,9.865e-16
VectorFFT,2884,5.745e-16,6.020e-16,1.664e-15
MKL,2884,3.267e-16,3.456e-16,1.160e-15
VectorFFT,2885,5.889e-16,7.976e-16,1.794e-15
MKL,2885,4.738e-16,4.581e-16,1.451e-15
VectorFFT,2886,5.924e-16,6.158e-16,1.651e-15
MKL,2886,3.495e-16,3.213e-16,1.276e-15
VectorFFT,2887,5.791e-16,5.811e-16,1.405e-15
MKL,2887,4.880e-16,4.534e-16,1.544e-15
VectorFFT,2888,8.126e-16,1.414e-15,3.425e-15
MKL,2888,2.702e-16,3.642e-16,7.928e-16
VectorFFT,2889,5.772e-16,9.299e-16,1.381e-15
MKL,2889,4.684e-16,4.903e-16,1.384e-15
VectorFFT,2890,6.043e-16,6.570e-16,1.577e-15
MKL,2890,3.500e-16,3.285e-16,1.102e-15
VectorFFT,2891,5.991e-16,6.921e-16,1.643e-15
MKL,2891,3.441e-16,3.196e-16,1.083e-15
VectorFFT,2892,5.786e-16,7.010e-16,1.398e-15
MKL,2892,4.591e-16,4.272e-16,1.669e-15
VectorFFT,2893,5.810e-16,7.329e-16,1.409e-15
MKL,2893,4.902e-16,4.986e-16,1.864e-15
VectorFFT,2894,6.069e-16,8.229e-16,1.574e-15
MKL,2894,4.745e-16,4.917e-16,1.767e-15
VectorFFT,2895,5.741e-16,7.052e-16,1.404e-15
MKL,2895,4.950e-16,5.857e-16,1.825e-15
VectorFFT,2896,5.808e-16,8.399e-16,1.332e-15
MKL,2896,4.537e-16,4.664e-16,1.378e-15
VectorFFT,2897,5.866e-16,7.343e-16,1.452e-15
MKL,2897,4.708e-16,5.708e-16,1.496e-15
VectorFFT,2898,5.847e-16,7.396e-16,1.906e-15
MKL,2898,3.048e-16,3.706e-16,1.060e-15
VectorFFT,2899,5.858e-16,7.958e-16,1.443e-15
MKL,2899,4.961e-16,5.836e-16,1.582e-15
VectorFFT,2900,4.915e-16,5.826e-16,1.715e-15
MKL,2900,2.875e-16,2.973e-16,1.035e-15
VectorFFT,2901,5.880e-16,8.196e-16,1.351e-15
MKL,2901,4.846e-16,6.314e-16,1.592e-15
VectorFFT,2902,6.058e-16,7.053e-16,1.503e-15
MKL,2902,4.593e-16,4.430e-16,1.669e-15
VectorFFT,2903,5.754e-16,8.546e-16,1.658e-15
MKL,2903,4.757e-16,4.490e-16,1.810e-15
VectorFFT,2904,6.183e-16,8.960e-16,2.009e-15
MKL,2904,2.583e-16,2.756e-16,9.645e-16
VectorFFT,2905,6.022e-16,7.778e-16,1.474e-15
MKL,2905,3.706e-16,4.591e-16,1.269e-15
VectorFFT,2906,5.581e-16,6.901e-16,1.416e-15
MKL,2906,4.705e-16,4.675e-16,1.840e-15
VectorFFT,2907,9.155e-16,1.379e-15,3.461e-15
MKL,2907,4.062e-16,4.660e-16,1.166e-15
VectorFFT,2908,5.830e-16,5.379e-16,1.735e-15
MKL,2908,4.690e-16,4.323e-16,1.605e-15
VectorFFT,2909,5.897e-16,8.841e-16,1.537e-15
MKL,2909,4.739e-16,5.611e-16,1.621e-15
VectorFFT,2910,5.807e-16,8.165e-16,1.513e-15
MKL,2910,3.236e-16,3.688e-16,1.066e-15
VectorFFT,2911,5.870e-16,7.341e-16,1.403e-15
MKL,2911,3.410e-16,3.521e-16,1.179e-15
VectorFFT,2912,4.841e-16,6.314e-16,1.391e-15
MKL,2912,2.587e-16,3.956e-16,9.093e-16
VectorFFT,2913,5.932e-16,8.171e-16,1.417e-15
MKL,2913,4.674e-16,5.493e-16,1.485e-15
VectorFFT,2914,1.002e-15,1.644e-15,4.335e-15
MKL,2914,3.001e-16,3.923e-16,1.060e-15
VectorFFT,2915,5.823e-16,6.032e-16,1.432e-15
MKL,2915,3.356e-16,2.630e-16,1.027e-15
VectorFFT,2916,6.117e-16,6.650e-16,1.634e-15
MKL,2916,2.790e-16,3.227e-16,9.887e-16
VectorFFT,2917,6.048e-16,7.367e-16,1.386e-15
MKL,2917,4.755e-16,5.557e-16,1.569e-15
VectorFFT,2918,5.816e-16,1.017e-15,1.392e-15
MKL,2918,4.697e-16,5.725e-16,1.364e-15
VectorFFT,2919,5.944e-16,8.376e-16,1.406e-15
MKL,2919,4.719e-16,5.392e-16,1.611e-15
VectorFFT,2920,5.752e-16,1.014e-15,1.455e-15
MKL,2920,3.088e-16,3.764e-16,1.038e-15
VectorFFT,2921,5.798e-16,6.608e-16,1.588e-15
MKL,2921,4.751e-16,5.389e-16,1.489e-15
VectorFFT,2922,6.078e-16,7.062e-16,1.457e-15
MKL,2922,4.663e-16,4.844e-16,1.477e-15
VectorFFT,2923,6.123e-16,8.947e-16,1.768e-15
MKL,2923,4.620e-16,4.839e-16,1.377e-15
VectorFFT,2924,5.751e-16,6.558e-16,1.504e-15
MKL,2924,2.762e-16,2.990e-16,9.934e-16
VectorFFT,2925,5.595e-16,6.012e-16,1.357e-15
MKL,2925,4.093e-16,4.485e-16,1.383e-15
VectorFFT,2926,8.242e-16,1.789e-15,3.232e-15
MKL,2926,3.552e-16,4.410e-16,1.084e-15
VectorFFT,2927,5.987e-16,6.394e-16,1.508e-15
MKL,2927,4.874e-16,5.860e-16,1.503e-15
VectorFFT,2928,5.864e-16,7.036e-16,1.690e-15
MKL,2928,2.810e-16,3.355e-16,9.977e-16
VectorFFT,2929,5.948e-16,7.421e-16,1.426e-15
MKL,2929,4.663e-16,3.949e-16,1.510e-15
VectorFFT,2930,6.075e-16,7.399e-16,1.377e-15
MKL,2930,4.739e-16,4.820e-16,1.510e-15
VectorFFT,2931,6.002e-16,7.991e-16,1.592e-15
MKL,2931,4.840e-16,4.893e-16,1.465e-15
VectorFFT,2932,5.794e-16,6.990e-16,1.361e-15
MKL,2932,4.811e-16,5.236e-16,1.652e-15
VectorFFT,2933,6.035e-16,6.822e-16,1.448e-15
MKL,2933,4.710e-16,6.034e-16,1.842e-15
VectorFFT,2934,5.838e-16,8.504e-16,1.609e-15
MKL,2934,4.764e-16,5.072e-16,1.513e-15
VectorFFT,2935,5.898e-16,1.111e-15,1.464e-15
MKL,2935,4.731e-16,6.102e-16,1.480e-15
VectorFFT,2936,5.737e-16,6.487e-16,1.514e-15
MKL,2936,4.612e-16,4.241e-16,1.546e-15
VectorFFT,2937,5.771e-16,9.600e-16,1.475e-15
MKL,2937,3.406e-16,4.693e-16,1.179e-15
VectorFFT,2938,5.859e-16,6.205e-16,1.680e-15
MKL,2938,3.426e-16,3.484e-16,1.281e-15
VectorFFT,2939,6.050e-16,9.448e-16,1.408e-15
MKL,2939,4.642e-16,4.327e-16,1.469e-15
VectorFFT,2940,4.721e-16,6.943e-16,1.564e-15
MKL,2940,2.845e-16,3.240e-16,9.067e-16
VectorFFT,2941,5.884e-16,7.680e-16,1.606e-15
MKL,2941,4.764e-16,5.437e-16,1.409e-15
VectorFFT,2942,6.359e-16,6.739e-16,1.572e-15
MKL,2942,4.759e-16,3.823e-16,1.512e-15
VectorFFT,2943,5.763e-16,6.913e-16,1.497e-15
MKL,2943,4.664e-16,4.101e-16,1.538e-15
VectorFFT,2944,4.551e-16,5.509e-16,1.184e-15
MKL,2944,2.446e-16,3.222e-16,8.189e-16
VectorFFT,2945,5.224e-16,5.291e-16,1.730e-15
MKL,2945,3.210e-16,3.272e-16,1.017e-15
VectorFFT,2946,5.820e-16,7.042e-16,1.574e-15
MKL,2946,4.763e-16,4.478e-16,1.649e-15
VectorFFT,2947,5.862e-16,6.577e-16,1.466e-15
MKL,2947,4.772e-16,4.991e-16,1.710e-15
VectorFFT,2948,5.667e-16,6.505e-16,1.529e-15
MKL,2948,3.006e-16,3.391e-16,9.781e-16
VectorFFT,2949,5.960e-16,7.455e-16,1.434e-15
MKL,2949,4.861e-16,5.000e-16,1.507e-15
VectorFFT,2950,5.912e-16,1.023e-15,1.486e-15
MKL,2950,3.546e-16,4.787e-16,1.069e-15
VectorFFT,2951,5.657e-16,6.962e-16,1.484e-15
MKL,2951,4.714e-16,6.161e-16,1.676e-15
VectorFFT,2952,5.562e-16,4.485e-16,1.686e-15
MKL,2952,2.801e-16,2.526e-16,8.322e-16
VectorFFT,2953,6.062e-16,8.102e-16,1.502e-15
MKL,2953,4.669e-16,5.179e-16,1.455e-15
VectorFFT,2954,5.980e-16,8.471e-16,1.480e-15
MKL,2954,4.741e-16,5.265e-16,1.535e-15
VectorFFT,2955,5.936e-16,1.029e-15,1.592e-15
MKL,2955,4.995e-16,5.309e-16,1.983e-15
VectorFFT,2956,5.772e-16,7.981e-16,1.378e-15
MKL,2956,4.689e-16,5.405e-16,1.414e-15
VectorFFT,2957,5.943e-16,1.019e-15,1.503e-15
MKL,2957,4.707e-16,4.735e-16,1.704e-15
VectorFFT,2958,8.061e-16,1.196e-15,3.291e-15
MKL,2958,3.325e-16,3.033e-16,1.290e-15
VectorFFT,2959,5.662e-16,6.571e-16,1.371e-15
MKL,2959,4.702e-16,5.024e-16,1.627e-15
VectorFFT,2960,4.522e-16,5.200e-16,1.522e-15
MKL,2960,2.701e-16,3.347e-16,7.654e-16
VectorFFT,2961,5.919e-16,5.590e-16,1.881e-15
MKL,2961,3.194e-16,2.772e-16,9.967e-16
VectorFFT,2962,5.840e-16,7.475e-16,1.396e-15
MKL,2962,4.841e-16,5.005e-16,1.763e-15
VectorFFT,2963,5.828e-16,1.030e-15,1.431e-15
MKL,2963,4.984e-16,5.332e-16,1.691e-15
VectorFFT,2964,5.864e-16,6.874e-16,1.662e-15
MKL,2964,2.742e-16,3.570e-16,1.015e-15
VectorFFT,2965,5.853e-16,1.053e-15,1.719e-15
MKL,2965,4.779e-16,4.318e-16,1.667e-15
VectorFFT,2966,5.951e-16,8.325e-16,1.659e-15
MKL,2966,4.736e-16,4.865e-16,1.617e-15
VectorFFT,2967,5.398e-16,5.856e-16,1.537e-15
MKL,2967,3.472e-16,3.172e-16,1.358e-15
VectorFFT,2968,5.638e-16,5.987e-16,1.526e-15
MKL,2968,2.855e-16,3.470e-16,1.064e-15
VectorFFT,2969,5.911e-16,7.375e-16,1.327e-15
MKL,2969,4.847e-16,5.860e-16,1.641e-15
VectorFFT,2970,5.320e-16,6.316e-16,1.375e-15
MKL,2970,3.033e-16,3.368e-16,9.822e-16
VectorFFT,2971,5.975e-16,8.731e-16,1.573e-15
MKL,2971,4.919e-16,4.664e-16,1.561e-15
VectorFFT,2972,5.840e-16,6.413e-16,1.515e-15
MKL,2972,4.779e-16,4.204e-16,1.488e-15
VectorFFT,2973,5.975e-16,7.041e-16,1.762e-15
MKL,2973,4.670e-16,5.896e-16,1.600e-15
VectorFFT,2974,5.975e-16,7.508e-16,1.433e-15
MKL,2974,4.663e-16,4.651e-16,1.591e-15
VectorFFT,2975,6.094e-16,6.628e-16,1.922e-15
MKL,2975,3.614e-16,4.332e-16,1.070e-15
VectorFFT,2976,5.159e-16,8.047e-16,1.523e-15
MKL,2976,2.540e-16,3.223e-16,8.315e-16
VectorFFT,2977,6.003e-16,8.141e-16,1.525e-15
MKL,2977,4.929e-16,5.338e-16,1.669e-15
VectorFFT,2978,6.069e-16,9.429e-16,1.968e-15
MKL,2978,4.709e-16,4.117e-16,1.496e-15
VectorFFT,2979,5.920e-16,6.858e-16,1.456e-15
MKL,2979,4.737e-16,4.886e-16,1.689e-15
VectorFFT,2980,5.802e-16,9.072e-16,1.360e-15
MKL,2980,3.597e-16,4.603e-16,1.307e-15
VectorFFT,2981,5.807e-16,8.222e-16,1.366e-15
MKL,2981,4.825e-16,4.368e-16,1.565e-15
VectorFFT,2982,5.687e-16,9.130e-16,1.631e-15
MKL,2982,3.201e-16,3.798e-16,1.257e-15
VectorFFT,2983,5.997e-16,9.301e-16,1.506e-15
MKL,2983,4.820e-16,5.225e-16,1.561e-15
VectorFFT,2984,6.162e-16,8.146e-16,1.522e-15
MKL,2984,4.750e-16,4.464e-16,1.588e-15
VectorFFT,2985,5.946e-16,8.065e-16,1.577e-15
MKL,2985,4.688e-16,5.035e-16,1.386e-15
VectorFFT,2986,5.881e-16,8.012e-16,1.492e-15
MKL,2986,4.735e-16,4.456e-16,1.602e-15
VectorFFT,2987,5.910e-16,8.292e-16,1.647e-15
MKL,2987,4.635e-16,5.905e-16,1.554e-15
VectorFFT,2988,5.805e-16,6.118e-16,1.461e-15
MKL,2988,3.034e-16,3.347e-16,9.659e-16
VectorFFT,2989,6.118e-16,9.815e-16,1.470e-15
MKL,2989,4.363e-16,5.330e-16,1.437e-15
VectorFFT,2990,5.854e-16,6.150e-16,1.969e-15
MKL,2990,3.321e-16,3.003e-16,1.169e-15
VectorFFT,2991,5.895e-16,1.079e-15,1.734e-15
MKL,2991,5.073e-16,4.903e-16,1.804e-15
VectorFFT,2992,5.227e-16,5.690e-16,1.248e-15
MKL,2992,2.727e-16,2.883e-16,9.919e-16
VectorFFT,2993,5.948e-16,7.412e-16,1.631e-15
