N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
3,2,z:il2d,nat-oop,27,149,2.871,5.520,2.015e-16,chain,1
3,3,z:il2d,nat-oop,31,16,4.639,0.527,2.838e-16,chain,0
3,3,z:il2d,nat-oop,31,16,4.656,0.528,2.838e-16,chain,1
3,4,z:il2d,nat-oop,31,153,6.984,4.975,2.605e-16,chain,0
3,4,z:il2d,nat-oop,31,153,6.988,4.985,2.605e-16,chain,1
3,5,z:il2d,nat-oop,38,167,7.755,4.412,1.795e-16,chain,0
3,5,z:il2d,nat-oop,38,166,7.719,4.384,1.795e-16,chain,1
3,6,z:il2d,nat-oop,37,164,10.016,4.389,3.099e-16,chain,0
3,6,z:il2d,nat-oop,38,164,10.001,4.376,3.099e-16,chain,1
3,7,z:il2d,nat-oop,42,186,11.053,4.469,3.390e-16,chain,0
3,7,z:il2d,nat-oop,42,187,11.030,4.477,3.390e-16,chain,1
3,8,z:il2d,nat-oop,40,158,13.674,3.923,2.316e-16,chain,0
3,8,z:il2d,nat-oop,40,158,13.640,3.912,2.316e-16,chain,1
3,9,z:il2d,nat-oop,48,178,13.296,3.678,4.229e-16,chain,0
3,9,z:il2d,nat-oop,48,178,13.331,3.698,4.229e-16,chain,1
3,10,z:il2d,nat-oop,47,180,15.514,3.784,3.099e-16,chain,0
3,10,z:il2d,nat-oop,48,179,15.463,3.765,3.099e-16,chain,1
3,11,z:il2d,nat-oop,55,202,15.143,3.684,2.377e-16,chain,0
3,11,z:il2d,nat-oop,56,203,14.845,3.622,2.377e-16,chain,1
3,12,z:il2d,nat-oop,54,182,17.161,3.355,3.301e-16,chain,0
